Policy_ID,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
POL10330,CUST20330,19,Male,Student,Newcastle,17787,0,Motorcycle,7,Poor
POL10331,CUST20331,57,Male,Employed,Birmingham,12563,39,Hatchback,4,Fair
POL10332,CUST20332,54,Male,Unemployed,Liverpool,13866,36,Coupe,1,Excellent
POL10333,CUST20333,40,Male,Self-Employed,Glasgow,13943,20,Hatchback,2,Good
POL10334,CUST20334,30,Male,Self-Employed,Birmingham,4425,12,Hatchback,9,Excellent
POL10335,CUST20335,55,Female,Employed,Edinburgh,12853,33,SUV,1,Excellent
POL10336,CUST20336,25,Male,Student,Leeds,10886,3,Coupe,16,Good
POL10337,CUST20337,70,Male,Retired,Liverpool,14533,50,SUV,16,Fair
POL10338,CUST20338,49,Female,Employed,Glasgow,9404,30,Sedan,13,Fair
POL10339,CUST20339,41,Male,Employed,Glasgow,12756,19,Van,7,Excellent
POL10340,CUST20340,72,Male,Retired,Manchester,14224,54,SUV,14,Excellent
POL10341,CUST20341,66,Female,Retired,Manchester,15248,48,Sedan,17,Good
POL10342,CUST20342,23,Male,Student,Cardiff,6616,3,Van,3,Fair
POL10343,CUST20343,32,Male,Employed,London,8722,11,SUV,16,Good
POL10344,CUST20344,43,Male,Employed,Cardiff,14088,21,Sedan,11,Excellent
POL10345,CUST20345,21,Male,Unemployed,Cardiff,8734,0,Hatchback,18,Good
POL10346,CUST20346,59,Male,Employed,Leeds,669,40,SUV,2,Good
POL10347,CUST20347,77,Male,Retired,Manchester,12067,55,Coupe,1,Excellent
POL10348,CUST20348,26,Female,Employed,Newcastle,16597,4,Sedan,8,Excellent
POL10349,CUST20349,24,Female,Self-Employed,Bristol,14292,3,Sedan,7,Good
POL10350,CUST20350,18,Female,Student,Birmingham,16008,0,Hatchback,14,Fair
POL10351,CUST20351,63,Male,Employed,Newcastle,14068,44,Sedan,3,Poor
POL10352,CUST20352,52,Male,Unemployed,Bristol,21650,30,Hatchback,3,Excellent
POL10353,CUST20353,43,Female,Self-Employed,Leeds,15138,22,Sedan,16,Good
POL10354,CUST20354,75,Female,Retired,Liverpool,11233,57,Sedan,5,Good
POL10355,CUST20355,49,Male,Employed,Leeds,9233,30,Sedan,11,Excellent
POL10356,CUST20356,60,Male,Self-Employed,Leeds,13423,40,Coupe,7,Excellent
POL10357,CUST20357,76,Female,Self-Employed,Cardiff,15074,54,Sedan,12,Fair
POL10358,CUST20358,40,Female,Employed,Edinburgh,20505,20,Motorcycle,8,Excellent
POL10359,CUST20359,43,Female,Self-Employed,Cardiff,13731,24,Coupe,12,Excellent
POL10360,CUST20360,30,Male,Employed,Glasgow,18322,10,Coupe,14,Poor
POL10361,CUST20361,41,Female,Employed,Cardiff,7939,22,SUV,17,Excellent
POL10362,CUST20362,69,Male,Retired,Bristol,5243,50,Sedan,20,Poor
POL10363,CUST20363,23,Female,Student,Manchester,9122,4,Sedan,2,Excellent
POL10364,CUST20364,46,Female,Employed,London,2497,25,Motorcycle,15,Good
POL10365,CUST20365,77,Female,Retired,Edinburgh,14392,59,Sedan,4,Good
POL10366,CUST20366,36,Male,Employed,Bristol,14140,14,Van,10,Good
POL10367,CUST20367,33,Female,Student,Newcastle,15037,11,Van,3,Excellent
POL10368,CUST20368,18,Male,Employed,Glasgow,17936,0,Sedan,9,Fair
POL10369,CUST20369,45,Female,Employed,Liverpool,13422,26,Hatchback,1,Good
POL10370,CUST20370,65,Male,Retired,Cardiff,15535,43,Sedan,8,Excellent
POL10371,CUST20371,72,Male,Unemployed,London,11128,54,Coupe,16,Good
POL10372,CUST20372,37,Male,Employed,Birmingham,12402,19,Coupe,19,Good
POL10373,CUST20373,70,Male,Retired,London,14350,51,Van,12,Poor
POL10374,CUST20374,40,Female,Self-Employed,Cardiff,12855,18,Sedan,3,Good
POL10375,CUST20375,28,Female,Self-Employed,Birmingham,11242,7,Coupe,18,Excellent
POL10376,CUST20376,24,Male,Student,Edinburgh,11243,3,Coupe,19,Good
POL10377,CUST20377,69,Male,Retired,Cardiff,15686,49,SUV,13,Excellent
POL10378,CUST20378,74,Male,Retired,Birmingham,1583,54,Coupe,3,Good
POL10379,CUST20379,41,Female,Self-Employed,Birmingham,12795,22,Van,20,Excellent
POL10380,CUST20380,40,Male,Employed,Liverpool,14760,18,SUV,7,Excellent
POL10381,CUST20381,55,Male,Employed,Birmingham,1766,35,Sedan,3,Poor
POL10382,CUST20382,55,Male,Self-Employed,Cardiff,10993,36,Van,4,Fair
POL10383,CUST20383,44,Male,Employed,Bristol,16534,23,Motorcycle,20,Good
POL10384,CUST20384,25,Male,Employed,Leeds,19208,5,Sedan,8,Excellent
POL10385,CUST20385,49,Female,Employed,London,13532,28,Van,14,Fair
POL10386,CUST20386,38,Male,Employed,London,8610,20,Van,1,Good
POL10387,CUST20387,49,Male,Employed,London,14155,30,SUV,16,Excellent
POL10388,CUST20388,58,Male,Employed,Bristol,13758,37,SUV,12,Poor
POL10389,CUST20389,18,Male,Student,Glasgow,15115,0,Hatchback,18,Fair
POL10390,CUST20390,52,Female,Unemployed,London,11758,31,SUV,18,Fair
POL10391,CUST20391,50,Male,Employed,Liverpool,13819,32,Hatchback,15,Fair
POL10392,CUST20392,30,Female,Unemployed,Birmingham,12748,9,SUV,1,Fair
POL10393,CUST20393,68,Male,Retired,Leeds,12919,48,Van,18,Good
POL10394,CUST20394,69,Female,Retired,London,4895,49,Sedan,11,Good
POL10395,CUST20395,50,Male,Self-Employed,Liverpool,13634,30,Hatchback,17,Good
POL10396,CUST20396,36,Female,Employed,Manchester,9987,18,SUV,6,Good
POL10397,CUST20397,31,Male,Employed,Bristol,6999,9,Sedan,17,Poor
POL10398,CUST20398,58,Male,Employed,Edinburgh,11078,36,Sedan,19,Good
POL10399,CUST20399,44,Male,Employed,Birmingham,8303,25,Hatchback,2,Excellent
POL10400,CUST20400,77,Female,Retired,Bristol,13142,57,Sedan,5,Excellent
POL10401,CUST20401,58,Female,Self-Employed,Birmingham,7733,37,Sedan,1,Excellent
POL10402,CUST20402,51,Female,Retired,Edinburgh,19794,33,Hatchback,1,Fair
POL10403,CUST20403,18,Male,Student,Edinburgh,9765,0,Van,18,Fair
POL10404,CUST20404,76,Female,Retired,Manchester,9986,58,Sedan,3,Poor
POL10405,CUST20405,26,Female,Student,Edinburgh,11433,5,SUV,13,Excellent
POL10406,CUST20406,49,Female,Student,London,18798,30,Sedan,20,Poor
POL10407,CUST20407,45,Male,Employed,Cardiff,11945,25,Sedan,16,Good
POL10408,CUST20408,58,Female,Unemployed,Newcastle,16237,37,Sedan,0,Excellent
POL10409,CUST20409,22,Male,Student,Newcastle,14049,2,Hatchback,2,Excellent
POL10410,CUST20410,50,Male,Employed,Leeds,13631,30,Hatchback,12,Fair
POL10411,CUST20411,20,Female,Student,Leeds,13810,0,Hatchback,18,Fair
POL10412,CUST20412,34,Male,Employed,Cardiff,15413,16,Van,8,Excellent
POL10413,CUST20413,76,Male,Retired,Edinburgh,10444,56,SUV,5,Good
POL10414,CUST20414,53,Female,Self-Employed,Liverpool,10414,33,SUV,12,Good
POL10415,CUST20415,24,Male,Employed,Newcastle,17586,3,Sedan,0,Fair
POL10416,CUST20416,31,Female,Self-Employed,London,17950,10,SUV,6,Fair
POL10417,CUST20417,64,Female,Employed,Glasgow,12341,42,Sedan,11,Excellent
POL10418,CUST20418,73,Female,Retired,Liverpool,10914,55,Coupe,13,Poor
POL10419,CUST20419,49,Male,Employed,Edinburgh,12622,31,Hatchback,6,Excellent
POL10420,CUST20420,66,Male,Employed,Bristol,12700,48,Van,9,Fair
POL10421,CUST20421,29,Male,Employed,Cardiff,23941,11,Sedan,4,Good
POL10422,CUST20422,49,Female,Employed,Leeds,18379,27,SUV,5,Fair
POL10423,CUST20423,47,Female,Employed,London,10133,27,SUV,18,Excellent
POL10424,CUST20424,27,Male,Employed,Glasgow,10980,7,Sedan,14,Good
POL10425,CUST20425,36,Female,Employed,Newcastle,10649,16,SUV,14,Fair
POL10426,CUST20426,50,Male,Self-Employed,Newcastle,8526,31,Hatchback,12,Fair
POL10427,CUST20427,51,Male,Self-Employed,London,14138,29,Sedan,6,Excellent
POL10428,CUST20428,43,Male,Employed,Liverpool,14996,24,Hatchback,20,Fair
POL10429,CUST20429,79,Male,Self-Employed,Birmingham,16435,57,SUV,15,Excellent
POL10430,CUST20430,45,Male,Employed,London,16256,27,Hatchback,18,Excellent
POL10431,CUST20431,24,Female,Employed,Birmingham,11602,5,Hatchback,14,Good
POL10432,CUST20432,70,Female,Retired,Newcastle,6647,49,Coupe,19,Good
POL10433,CUST20433,62,Female,Employed,Bristol,11651,41,Motorcycle,9,Good
POL10434,CUST20434,36,Male,Employed,Newcastle,11252,16,Hatchback,10,Good
POL10435,CUST20435,60,Female,Employed,Manchester,9529,42,Hatchback,1,Fair
POL10436,CUST20436,32,Female,Employed,Newcastle,17741,10,Hatchback,19,Excellent
POL10437,CUST20437,54,Male,Self-Employed,Leeds,3162,33,Sedan,5,Fair
POL10438,CUST20438,34,Female,Self-Employed,Birmingham,17876,15,SUV,9,Good
POL10439,CUST20439,78,Male,Retired,Newcastle,10568,58,Sedan,12,Excellent
POL10440,CUST20440,47,Female,Unemployed,London,7838,27,Coupe,17,Poor
POL10441,CUST20441,66,Female,Retired,Cardiff,12961,46,Van,0,Good
POL10442,CUST20442,49,Female,Employed,Glasgow,14456,28,Coupe,19,Good
POL10443,CUST20443,45,Female,Employed,Bristol,14113,23,Van,2,Fair
POL10444,CUST20444,77,Female,Self-Employed,Bristol,6568,55,Hatchback,12,Fair
POL10445,CUST20445,19,Female,Student,Bristol,10709,0,Sedan,15,Fair
POL10446,CUST20446,29,Male,Student,Edinburgh,11947,7,Hatchback,2,Excellent
POL10447,CUST20447,76,Male,Retired,Liverpool,11237,56,Sedan,13,Poor
POL10448,CUST20448,66,Female,Retired,Leeds,13547,46,Van,4,Fair
POL10449,CUST20449,27,Male,Self-Employed,Birmingham,16363,7,SUV,10,Good
POL10450,CUST20450,65,Male,Self-Employed,Manchester,13470,45,Hatchback,20,Poor
POL10451,CUST20451,21,Female,Employed,Glasgow,3599,3,Hatchback,10,Fair
POL10452,CUST20452,44,Male,Unemployed,Newcastle,19850,26,SUV,9,Good
POL10453,CUST20453,18,Female,Employed,London,12014,0,Sedan,17,Good
POL10454,CUST20454,46,Female,Employed,Glasgow,11283,25,Motorcycle,2,Good
POL10455,CUST20455,43,Female,Unemployed,Manchester,6927,21,Coupe,1,Poor
POL10456,CUST20456,43,Male,Employed,Newcastle,18512,21,Hatchback,16,Good
POL10457,CUST20457,69,Male,Self-Employed,Leeds,15023,47,Motorcycle,15,Good
POL10458,CUST20458,40,Female,Unemployed,Cardiff,13012,22,Hatchback,20,Excellent
POL10459,CUST20459,37,Female,Employed,Leeds,15281,16,Coupe,9,Poor
POL10460,CUST20460,36,Female,Employed,Manchester,7225,16,Hatchback,5,Poor
POL10461,CUST20461,49,Female,Employed,Glasgow,10794,29,Motorcycle,7,Excellent
POL10462,CUST20462,61,Female,Employed,Newcastle,10205,40,SUV,3,Excellent
POL10463,CUST20463,39,Female,Employed,Bristol,16361,20,Coupe,10,Good
POL10464,CUST20464,49,Female,Employed,Bristol,9177,29,Sedan,16,Good
POL10465,CUST20465,48,Male,Employed,Leeds,16032,29,Sedan,1,Good
POL10466,CUST20466,30,Male,Self-Employed,Birmingham,12695,12,Van,20,Good
POL10467,CUST20467,33,Male,Employed,Bristol,7843,13,SUV,2,Fair
POL10468,CUST20468,33,Male,Self-Employed,Cardiff,15701,11,Motorcycle,4,Good
POL10469,CUST20469,30,Male,Employed,Bristol,12127,9,Motorcycle,7,Good
POL10470,CUST20470,49,Male,Employed,Bristol,11132,29,Sedan,12,Good
POL10471,CUST20471,33,Female,Self-Employed,Bristol,12918,15,Coupe,2,Poor
POL10472,CUST20472,76,Female,Retired,Liverpool,14079,58,Sedan,20,Fair
POL10473,CUST20473,56,Male,Employed,Edinburgh,8088,37,Sedan,19,Fair
POL10474,CUST20474,71,Female,Retired,London,8000,51,Sedan,13,Good
POL10475,CUST20475,76,Female,Retired,Leeds,8865,54,Hatchback,15,Good
POL10476,CUST20476,71,Female,Retired,Leeds,11306,52,Sedan,20,Fair
POL10477,CUST20477,65,Male,Retired,Birmingham,14429,44,SUV,19,Good
POL10478,CUST20478,48,Male,Employed,Glasgow,14891,30,Coupe,0,Fair
POL10479,CUST20479,28,Female,Employed,London,10185,6,Sedan,7,Excellent
POL10480,CUST20480,79,Female,Retired,Newcastle,19649,61,Sedan,20,Good
POL10481,CUST20481,40,Female,Employed,Manchester,15456,18,SUV,18,Good
POL10482,CUST20482,58,Male,Employed,Newcastle,14021,37,SUV,5,Good
POL10483,CUST20483,55,Female,Retired,Leeds,12783,33,Van,3,Good
POL10484,CUST20484,66,Male,Retired,Glasgow,13881,45,SUV,13,Fair
POL10485,CUST20485,77,Male,Retired,Newcastle,19791,57,Coupe,9,Good
POL10486,CUST20486,57,Male,Retired,Newcastle,11698,36,Sedan,14,Excellent
POL10487,CUST20487,29,Male,Employed,Cardiff,14805,10,Sedan,9,Poor
POL10488,CUST20488,37,Female,Employed,Birmingham,8204,18,Van,17,Fair
POL10489,CUST20489,40,Female,Employed,Leeds,18989,22,Hatchback,1,Excellent
POL10490,CUST20490,75,Male,Retired,London,10335,53,Hatchback,5,Good
POL10491,CUST20491,75,Female,Retired,Cardiff,13643,53,SUV,4,Good
POL10492,CUST20492,60,Female,Employed,Leeds,14173,39,Van,7,Good
POL10493,CUST20493,20,Female,Student,Cardiff,12799,0,Sedan,10,Fair
POL10494,CUST20494,22,Female,Student,Leeds,9073,0,Sedan,15,Fair
POL10495,CUST20495,57,Female,Self-Employed,Leeds,11006,38,Coupe,7,Excellent
POL10496,CUST20496,78,Male,Retired,Edinburgh,9208,59,Sedan,19,Excellent
POL10497,CUST20497,18,Male,Student,Liverpool,15029,0,Sedan,9,Good
POL10498,CUST20498,38,Male,Self-Employed,Bristol,12563,20,Hatchback,12,Excellent
POL10499,CUST20499,34,Female,Employed,Bristol,12758,14,Sedan,14,Excellent
POL10500,CUST20500,32,Female,Self-Employed,London,8520,11,Sedan,16,Good
POL10501,CUST20501,51,Female,Retired,Edinburgh,9361,30,Sedan,17,Poor
POL10502,CUST20502,34,Male,Self-Employed,Leeds,8149,14,Coupe,14,Good
POL10503,CUST20503,34,Male,Employed,Glasgow,11173,14,Hatchback,15,Excellent
POL10504,CUST20504,41,Male,Employed,Leeds,10139,20,Hatchback,13,Excellent
POL10505,CUST20505,32,Male,Employed,Newcastle,10844,12,Sedan,15,Excellent
POL10506,CUST20506,62,Female,Employed,Manchester,5942,42,Sedan,6,Excellent
POL10507,CUST20507,25,Male,Student,Birmingham,13286,6,Hatchback,15,Good
POL10508,CUST20508,27,Female,Employed,Liverpool,10045,8,Coupe,12,Good
POL10509,CUST20509,47,Female,Unemployed,Glasgow,17396,25,Van,9,Fair
POL10510,CUST20510,57,Female,Self-Employed,Liverpool,11424,37,SUV,9,Excellent
POL10511,CUST20511,34,Female,Student,Glasgow,12811,16,SUV,4,Fair
POL10512,CUST20512,73,Female,Retired,London,17386,53,Hatchback,9,Excellent
POL10513,CUST20513,77,Female,Retired,London,10102,58,Sedan,8,Excellent
POL10514,CUST20514,27,Male,Unemployed,Liverpool,13802,9,Sedan,12,Good
POL10515,CUST20515,64,Male,Unemployed,Edinburgh,4520,46,SUV,8,Excellent
POL10516,CUST20516,52,Female,Employed,Edinburgh,10505,33,Van,9,Poor
POL10517,CUST20517,76,Male,Retired,Birmingham,9970,57,Van,15,Excellent
POL10518,CUST20518,61,Male,Employed,Edinburgh,5075,42,Sedan,14,Excellent
POL10519,CUST20519,24,Male,Employed,Newcastle,17979,3,Hatchback,10,Fair
POL10520,CUST20520,78,Male,Retired,Liverpool,6232,59,SUV,19,Good
POL10521,CUST20521,54,Male,Employed,Glasgow,15429,33,Sedan,9,Excellent
POL10522,CUST20522,54,Male,Retired,Glasgow,8656,35,Hatchback,15,Excellent
POL10523,CUST20523,71,Female,Retired,Birmingham,17097,52,Sedan,3,Fair
POL10524,CUST20524,69,Male,Retired,Leeds,13220,48,SUV,19,Good
POL10525,CUST20525,21,Female,Student,Glasgow,8796,1,Hatchback,3,Excellent
POL10526,CUST20526,51,Male,Retired,Edinburgh,7864,32,Coupe,2,Good
POL10527,CUST20527,78,Male,Retired,Liverpool,12049,59,Hatchback,9,Good
POL10528,CUST20528,77,Female,Retired,Leeds,12740,59,Sedan,20,Fair
POL10529,CUST20529,43,Male,Self-Employed,London,13701,25,Hatchback,0,Good
POL10530,CUST20530,70,Female,Retired,Edinburgh,15601,49,Sedan,16,Poor
POL10531,CUST20531,66,Female,Retired,Bristol,13804,45,Sedan,9,Good
POL10532,CUST20532,57,Male,Self-Employed,Cardiff,6991,35,SUV,19,Fair
POL10533,CUST20533,44,Male,Student,Edinburgh,15063,26,Van,7,Excellent
POL10534,CUST20534,43,Male,Self-Employed,Cardiff,7716,22,SUV,1,Good
POL10535,CUST20535,31,Female,Employed,Liverpool,19645,10,Sedan,6,Good
POL10536,CUST20536,27,Female,Employed,Manchester,13054,8,Hatchback,5,Fair
POL10537,CUST20537,53,Female,Self-Employed,Glasgow,10691,35,Hatchback,12,Good
POL10538,CUST20538,35,Female,Employed,Liverpool,16746,14,Hatchback,12,Fair
POL10539,CUST20539,78,Male,Retired,London,17745,60,Hatchback,11,Good
POL10540,CUST20540,62,Male,Employed,Newcastle,7959,42,Sedan,2,Good
POL10541,CUST20541,36,Female,Employed,Leeds,7748,14,Motorcycle,2,Fair
POL10542,CUST20542,46,Female,Self-Employed,Bristol,9838,28,Hatchback,10,Fair
POL10543,CUST20543,71,Female,Retired,Bristol,6616,52,Sedan,19,Good
POL10544,CUST20544,18,Male,Student,London,18705,0,SUV,0,Good
POL10545,CUST20545,52,Male,Self-Employed,Glasgow,8217,30,Sedan,6,Fair
POL10546,CUST20546,71,Male,Retired,Cardiff,10161,49,Coupe,10,Excellent
POL10547,CUST20547,69,Female,Unemployed,Birmingham,5047,50,Sedan,12,Good
POL10548,CUST20548,37,Female,Employed,Leeds,11904,17,SUV,10,Excellent
POL10549,CUST20549,60,Male,Self-Employed,Glasgow,13765,42,SUV,0,Poor
POL10550,CUST20550,25,Male,Employed,Newcastle,9202,5,Van,13,Fair
POL10551,CUST20551,33,Male,Student,Bristol,16649,15,Motorcycle,3,Good
POL10552,CUST20552,66,Male,Retired,Bristol,17736,47,SUV,14,Good
POL10553,CUST20553,42,Female,Employed,London,12998,21,Sedan,2,Good
POL10554,CUST20554,34,Male,Employed,Glasgow,8288,16,Hatchback,9,Good
POL10555,CUST20555,70,Female,Retired,Edinburgh,11042,52,Van,16,Poor
POL10556,CUST20556,58,Female,Self-Employed,Leeds,8012,38,Hatchback,0,Excellent
POL10557,CUST20557,77,Female,Retired,Glasgow,12259,57,SUV,3,Good
POL10558,CUST20558,47,Female,Unemployed,Birmingham,10682,26,Hatchback,10,Good
POL10559,CUST20559,31,Male,Employed,Birmingham,9943,11,Hatchback,3,Good
POL10560,CUST20560,56,Female,Employed,Leeds,6268,36,Coupe,11,Fair
POL10561,CUST20561,35,Female,Employed,Leeds,12047,13,Sedan,12,Good
POL10562,CUST20562,61,Female,Retired,Birmingham,22534,39,Sedan,9,Good
POL10563,CUST20563,54,Female,Retired,Leeds,14126,36,Van,11,Fair
POL10564,CUST20564,50,Male,Employed,Manchester,6941,31,SUV,10,Good
POL10565,CUST20565,55,Male,Retired,Edinburgh,18117,35,Coupe,17,Excellent
POL10566,CUST20566,51,Male,Employed,Manchester,13776,33,Hatchback,20,Good
POL10567,CUST20567,33,Male,Employed,Birmingham,16405,15,SUV,12,Fair
POL10568,CUST20568,22,Male,Employed,Liverpool,5822,3,Sedan,14,Excellent
POL10569,CUST20569,27,Female,Employed,Birmingham,12529,6,Hatchback,12,Poor
POL10570,CUST20570,20,Female,Student,Edinburgh,12075,0,Sedan,7,Good
POL10571,CUST20571,30,Male,Unemployed,Liverpool,7313,12,Van,6,Excellent
POL10572,CUST20572,58,Female,Self-Employed,Liverpool,4154,40,Sedan,11,Poor
POL10573,CUST20573,77,Female,Retired,Cardiff,9742,56,Hatchback,10,Good
POL10574,CUST20574,22,Male,Student,Manchester,8151,1,SUV,14,Good
POL10575,CUST20575,49,Female,Employed,Glasgow,14009,31,Sedan,2,Poor
POL10576,CUST20576,23,Female,Student,Leeds,6424,5,Sedan,17,Fair
POL10577,CUST20577,19,Female,Student,Manchester,9735,0,Sedan,17,Good
POL10578,CUST20578,72,Male,Retired,Leeds,14010,50,Sedan,8,Good
POL10579,CUST20579,60,Male,Self-Employed,Newcastle,10606,40,Hatchback,0,Fair
POL10580,CUST20580,76,Female,Self-Employed,London,9797,54,SUV,15,Good
POL10581,CUST20581,52,Female,Retired,Newcastle,20310,31,SUV,20,Good
POL10582,CUST20582,38,Male,Employed,Bristol,17472,18,SUV,12,Good
POL10583,CUST20583,40,Male,Employed,Cardiff,7325,20,SUV,17,Excellent
POL10584,CUST20584,64,Female,Employed,Leeds,13323,44,SUV,12,Good
POL10585,CUST20585,38,Female,Employed,London,17804,17,Sedan,20,Excellent
POL10586,CUST20586,45,Male,Employed,Edinburgh,11993,27,Sedan,5,Excellent
POL10587,CUST20587,31,Female,Unemployed,Leeds,11088,9,Hatchback,18,Good
POL10588,CUST20588,66,Female,Retired,Birmingham,11847,44,Hatchback,10,Good
POL10589,CUST20589,33,Female,Self-Employed,Leeds,12199,13,SUV,18,Excellent
POL10590,CUST20590,59,Male,Employed,Newcastle,8738,37,SUV,20,Good
POL10591,CUST20591,49,Male,Employed,Leeds,7735,30,Coupe,19,Good
POL10592,CUST20592,41,Female,Employed,Glasgow,17347,23,Sedan,16,Excellent
POL10593,CUST20593,52,Male,Retired,Leeds,16730,30,SUV,17,Fair
POL10594,CUST20594,46,Male,Employed,Edinburgh,10409,26,Sedan,13,Excellent
POL10595,CUST20595,47,Male,Employed,Liverpool,10736,25,Sedan,3,Good
POL10596,CUST20596,29,Male,Employed,Newcastle,12061,8,Sedan,7,Fair
POL10597,CUST20597,38,Male,Employed,Edinburgh,9686,18,Van,17,Good
POL10598,CUST20598,72,Male,Retired,Cardiff,14124,53,SUV,2,Good
POL10599,CUST20599,35,Male,Self-Employed,Liverpool,18489,15,Hatchback,18,Good
POL10600,CUST20600,79,Female,Retired,Cardiff,17365,59,Coupe,16,Good
POL10601,CUST20601,53,Male,Employed,London,9228,35,Van,7,Fair
POL10602,CUST20602,35,Female,Employed,Birmingham,10490,13,Van,9,Fair
POL10603,CUST20603,42,Female,Self-Employed,Leeds,14869,20,Hatchback,16,Good
POL10604,CUST20604,28,Female,Employed,Manchester,11942,6,SUV,6,Fair
POL10605,CUST20605,25,Male,Student,Bristol,11479,5,Coupe,12,Fair
POL10606,CUST20606,25,Female,Self-Employed,Birmingham,11741,5,Motorcycle,15,Fair
POL10607,CUST20607,61,Male,Employed,Edinburgh,12291,39,SUV,3,Good
POL10608,CUST20608,76,Male,Retired,Liverpool,11398,54,Van,16,Good
POL10609,CUST20609,69,Male,Retired,Bristol,14670,50,Sedan,5,Good
POL10610,CUST20610,67,Female,Retired,Birmingham,15834,48,Coupe,19,Good
POL10611,CUST20611,18,Female,Student,Cardiff,13367,0,Hatchback,6,Fair
POL10612,CUST20612,48,Female,Employed,Bristol,11395,29,Sedan,13,Fair
POL10613,CUST20613,47,Male,Employed,Liverpool,9443,27,Van,17,Good
POL10614,CUST20614,66,Male,Retired,Edinburgh,16878,48,Motorcycle,4,Excellent
POL10615,CUST20615,33,Male,Employed,Newcastle,15184,15,Hatchback,1,Excellent
POL10616,CUST20616,53,Female,Retired,Bristol,14205,33,Sedan,17,Fair
POL10617,CUST20617,50,Male,Employed,Glasgow,14810,28,Hatchback,10,Fair
POL10618,CUST20618,50,Female,Employed,Leeds,17011,28,SUV,10,Good
POL10619,CUST20619,59,Male,Retired,Leeds,10207,39,Sedan,1,Good
POL10620,CUST20620,20,Male,Student,Edinburgh,5202,1,Hatchback,13,Good
POL10621,CUST20621,67,Male,Retired,Edinburgh,13924,49,Sedan,11,Poor
POL10622,CUST20622,73,Male,Retired,Glasgow,7744,53,Hatchback,2,Good
POL10623,CUST20623,46,Female,Student,Birmingham,8840,28,Hatchback,0,Poor
POL10624,CUST20624,65,Female,Retired,London,16502,45,SUV,18,Good
POL10625,CUST20625,51,Male,Unemployed,London,7203,30,Van,5,Excellent
POL10626,CUST20626,68,Male,Retired,Liverpool,11268,49,Hatchback,0,Fair
POL10627,CUST20627,60,Male,Retired,Leeds,7590,39,SUV,11,Excellent
POL10628,CUST20628,63,Male,Employed,Leeds,18568,44,Hatchback,4,Fair
POL10629,CUST20629,39,Female,Employed,London,15014,17,Hatchback,18,Good
POL10630,CUST20630,62,Male,Employed,Edinburgh,9282,42,Hatchback,14,Good
POL10631,CUST20631,72,Female,Retired,Liverpool,8702,50,Hatchback,0,Good
POL10632,CUST20632,55,Male,Self-Employed,Edinburgh,14495,33,Sedan,8,Good
POL10633,CUST20633,24,Male,Unemployed,Manchester,17201,4,Sedan,0,Good
POL10634,CUST20634,69,Female,Employed,Edinburgh,13190,48,SUV,16,Good
POL10635,CUST20635,68,Male,Retired,Birmingham,7662,47,SUV,8,Good
